,time,Output Power;voltage;Avg,Energy generated (kWh),energy_rolling_avg
1101,18-21-00,387.44726067226856,6.293517926562926,6.336916244335243
1102,18-22-00,394.1183078151257,6.401879527709528,6.34948749112749
1103,18-23-00,395.7618246218486,6.428575677040659,6.369800192738188
1104,18-24-00,404.863174201681,6.576413722358719,6.413185488124482
1105,18-25-00,398.83859655462214,6.478553396123386,6.435788049959044
1106,18-26-00,401.7476178151259,6.525806326781322,6.482245730002722
1107,18-27-00,396.9415817647056,6.447738888888887,6.491417602238594
1108,18-28-00,399.907968739495,6.4959239284739265,6.504887252525248
1109,18-29-00,397.01357773109225,6.448909230139225,6.479386354081349
1110,18-30-00,395.9958352100837,6.432376886431889,6.47015105214305
1111,18-31-00,395.87209117647046,6.430366819546821,6.45106315069615
1112,18-32-00,398.5680178991603,6.474157496587502,6.456346872235872
1113,18-33-00,402.584060420168,6.539393020748018,6.4650406906906905
1114,18-34-00,402.4719373949575,6.537572454272444,6.482773335517335
1115,18-35-00,398.2003686554614,6.468185870870867,6.489935132405131
1116,18-36-00,402.2914487394956,6.5346393720993605,6.510789642915638
1117,18-37-00,414.3011100840331,6.729718887523883,6.561901921102914
1118,18-38-00,417.7402442857139,6.785583056238047,6.61113992820092
1119,18-39-00,423.15307949579835,6.873505683865683,6.678326574119568
1120,18-40-00,423.1767484033612,6.873890903630891,6.759467580671573
1121,18-41-00,428.4233931092441,6.9591141823641784,6.844362542724537
1122,18-42-00,425.50139420168097,6.91165124897624,6.880749015015008
1123,18-43-00,420.0553685714289,6.823188594048595,6.888270122577117
1124,18-44-00,423.9400695798316,6.886289243789244,6.89082683456183
1125,18-45-00,431.67477369747866,7.011928615888621,6.918434377013375
1126,18-46-00,431.0150137815128,7.001211381381381,6.926853816816816
1127,18-47-00,432.8719809243696,7.031375591045596,6.950798685230687
1128,18-48-00,440.79412689075633,7.160059052689043,7.018172776958776
1129,18-49-00,439.5615354621848,7.140037115752113,7.068922351351351
1130,18-50-00,436.4870189915966,7.090095720720717,7.084555772317771
1131,18-51-00,435.12063815126044,7.067900672945667,7.097893630630628
1132,18-52-00,434.24585386554577,7.0536913936663925,7.102356791154787
1133,18-53-00,433.56824630252055,7.042685267540269,7.078882034125032
1134,18-54-00,437.6865563025214,7.109580182910179,7.072790647556644
1135,18-55-00,434.07975865546206,7.05099315315315,7.064970134043131
1136,18-56-00,432.9416679831932,7.032507218127219,7.057891443079441
1137,18-57-00,429.93075025210146,6.983599568659574,7.043873078078079
1138,18-58-00,431.9889905042016,7.01703197106198,7.038742418782421
1139,18-59-00,431.625671344538,7.011131167076175,7.019052615615619
1140,19-00-00,433.4622031092433,7.0409629975429935,7.017046584493587
1141,19-01-00,427.00200546218485,6.936026961506955,6.997750533169535
1142,19-02-00,425.62200638655423,6.913609905814914,6.983752600600603
1143,19-03-00,428.08737184873905,6.9536562803712885,6.971077462462465
1144,19-04-00,430.3409216806724,6.990261950586932,6.966903619164617
1145,19-05-00,428.1912430252106,6.95534412093913,6.949779843843844
1146,19-06-00,424.58427689075614,6.896753336063329,6.941925118755118
1147,19-07-00,430.0726673949576,6.985904751569748,6.956384087906085
